station;Date;Pression-mer;varia-pres-3h;Direc_ vent_M_10min;Vitesse_vent_moyen 10 mn;Température;Humidité;Visibilité horizontale;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Pression station;Variation de pression en 24 heures;Température minimale sur 12 heures;Température maximale sur 12 heures;Température minimale du sol sur 12 heures;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Précipitations_ 6hrs;Précipitations_12hrs;Précipitations24hrs;Nébulosité couche nuageuse 1;Coordonnees;lieu
7643;2017-07-08 02:00:00+02:00;101720;-20;10;1,8;294,05;87;16870;;0;;101630;-280;;;293.950000;2.100000;2.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-08 17:00:00+02:00;101500;-170;150;3;301,35;45;55410;75;6;5460;101410;-330;;;293.150000;4.700000;5.000000;-10;0.000000;0;0;6;43.577, 3.963167;MONTPELLIER
7643;2017-07-12 14:00:00+02:00;101590;-80;170;3,7;306,75;35;19840;;1;2250;101500;80;;;292.650000;6.300000;6.300000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-07-15 14:00:00+02:00;101690;-130;360;5,9;304,85;24;51410;;0;;101600;70;;;292.850000;9.800000;10.200000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-16 02:00:00+02:00;101860;60;330;4,3;298,15;34;60000;;0;;101770;40;;;296.650000;7.600000;8.600000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-18 11:00:00+02:00;101890;20;130;3,3;298,75;55;41240;;0;;101800;-250;;;291.450000;4.500000;5.000000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-18 14:00:00+02:00;101880;-10;140;3,9;298,65;66;19930;;0;;101790;-200;;;291.450000;5.400000;6.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-02-18 22:00:00+01:00;102370;110;310;1,7;282,45;84;10540;0;0;;102270;-90;;;282.950000;2.100000;2.300000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-02-20 16:00:00+01:00;102260;-160;150;3,2;291,65;42;40000;0;0;;102160;-170;;;280.850000;3.900000;4.600000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-02-26 04:00:00+01:00;102150;-20;350;1,8;276,45;73;20000;40;0;8000;102050;470;;;280.450000;2.400000;2.700000;-10;0.000000;0;0;3;43.577, 3.963167;MONTPELLIER
7643;2017-02-28 19:00:00+01:00;101060;350;300;5,8;283,05;58;60000;100;7;;100960;70;282.450000;288.550000;282.350000;9.000000;12.400000;-10;1.200000;1,2;1,4;2;43.577, 3.963167;MONTPELLIER
7643;2017-03-04 10:00:00+01:00;99380;110;270;11,5;280,95;77;57590;100;7;450;99280;-2040;;;282.350000;16.200000;16.200000;-10;14.400000;14,8;14,8;4;43.577, 3.963167;MONTPELLIER
7643;2017-07-25 05:00:00+02:00;101490;-120;270;6,8;293,55;58;60000;;1;1750;101400;60;;;292.150000;10.300000;10.900000;-10;0.000000;0;-0,1;1;43.577, 3.963167;MONTPELLIER
7643;2017-07-27 17:00:00+02:00;101070;-120;210;7,3;300,65;54;37790;;0;;100980;10;;;293.150000;10.500000;11.800000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-05 11:00:00+02:00;101470;10;170;2,1;305,95;37;60000;;0;;101380;20;;;295.850000;3.100000;3.300000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-07 05:00:00+02:00;101570;-60;290;2,1;294,35;49;60000;;0;;101480;-50;;;291.950000;3.000000;3.100000;-10;0.000000;0;8,6;;43.577, 3.963167;MONTPELLIER
7643;2017-03-13 01:00:00+01:00;101500;70;330;1,9;286,55;73;60000;100;8;2250;101400;-200;;;284.250000;3.000000;6.600000;-10;0.000000;0,2;1,6;7;43.577, 3.963167;MONTPELLIER
7643;2017-03-13 16:00:00+01:00;102250;10;190;5,1;290,05;62;16200;0;0;;102150;1000;;;282.150000;7.200000;7.200000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-03-18 22:00:00+01:00;101890;70;330;7,5;288,25;54;52240;60;0;;101790;-70;;;285.650000;9.900000;11.400000;-10;0.000000;0;0;5;43.577, 3.963167;MONTPELLIER
7643;2017-03-19 04:00:00+01:00;101680;-130;300;7;285,95;58;60000;0;0;;101580;-190;;;283.250000;10.000000;10.200000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-03-21 01:00:00+01:00;101390;50;330;3,1;284,25;90;13340;;0;;101290;-60;;;284.750000;3.400000;3.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-03-24 10:00:00+01:00;101710;110;140;5,7;285,95;95;8000;100;7;250;101610;780;;;284.650000;8.100000;11.000000;-10;1.600000;2,4;4,2;2;43.577, 3.963167;MONTPELLIER
7643;2017-03-25 10:00:00+01:00;101560;220;160;11,4;285,25;80;10000;100;8;450;101460;-150;;;283.950000;15.900000;17.700000;-10;14.400000;14,4;54,6;1;43.577, 3.963167;MONTPELLIER
7643;2017-03-25 22:00:00+01:00;101900;110;70;8,2;282,85;84;60000;90;6;800;101800;300;;;282.550000;10.600000;10.600000;-10;0.000000;0;14,4;5;43.577, 3.963167;MONTPELLIER
7643;2017-04-24 14:00:00+02:00;101870;-70;140;4,9;291,25;69;15800;;2;2580;101780;140;;;283.450000;6.700000;6.700000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-04-30 20:00:00+02:00;100800;-130;150;13,6;287,85;83;15220;100;8;450;100700;-600;285.850000;287.850000;285.550000;18.300000;19.600000;-10;0.000000;0,4;0,4;8;43.577, 3.963167;MONTPELLIER
7643;2017-05-03 02:00:00+02:00;101930;60;350;1,4;283,05;76;60000;;0;;101830;-40;;;284.550000;2.000000;2.300000;-10;0.000000;-0,1;2,2;;43.577, 3.963167;MONTPELLIER
7643;2017-05-04 17:00:00+02:00;101470;-10;140;5,4;289,95;85;19790;;2;250;101380;-260;;;285.650000;7.100000;7.300000;-10;0.200000;1,8;1,8;2;43.577, 3.963167;MONTPELLIER
7643;2017-05-04 20:00:00+02:00;101530;50;150;3,7;288,35;90;37030;;0;;101430;-190;284.050000;290.150000;285.950000;4.600000;5.700000;-10;-0.100000;0,2;1,8;;43.577, 3.963167;MONTPELLIER
7643;2017-05-09 17:00:00+02:00;100880;-190;60;5,1;296,25;36;23780;;0;;100790;-560;;;285.350000;7.300000;7.700000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-10 23:00:00+02:00;100770;70;70;2;288,25;85;19460;100;8;3120;100680;-150;;;289.250000;3.400000;7.900000;-10;0.000000;0;0;8;43.577, 3.963167;MONTPELLIER
7643;2017-08-16 17:00:00+02:00;101760;-110;210;4,9;300,75;48;58670;100;8;6000;101670;-260;;;292.050000;7.300000;7.300000;-10;0.000000;0;0;8;43.577, 3.963167;MONTPELLIER
7643;2017-08-17 05:00:00+02:00;101750;-70;0;0;295,25;69;49120;;0;;101660;-190;;;294.150000;0.700000;2.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-17 14:00:00+02:00;101790;-100;200;5,1;303,95;43;19930;;0;;101700;-80;;;293.550000;6.800000;6.800000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-20 05:00:00+02:00;102110;60;330;4,1;292,15;45;60000;;0;;102010;340;;;290.850000;5.900000;5.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-22 11:00:00+02:00;101900;70;80;4,2;299,55;40;48300;;0;;101810;-160;;;290.550000;5.100000;6.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-22 14:00:00+02:00;101860;-40;150;5,7;298,95;51;35000;;;;101770;;;;;;7.700000;-10;0.000000;;;;43.577, 3.963167;MONTPELLIER
7643;2017-08-23 17:00:00+02:00;101560;-110;200;4,5;299,65;63;20720;;0;;101470;-190;;;295.050000;7.500000;7.800000;-10;0.000000;0,6;0,6;;43.577, 3.963167;MONTPELLIER
7643;2017-06-07 14:00:00+02:00;102020;-110;330;4,7;297,25;29;29330;;0;;101930;730;;;286.250000;8.900000;11.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-06-08 02:00:00+02:00;101920;-50;350;3,5;290,05;51;60000;;0;;101820;-10;;;288.750000;5.100000;7.000000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-06-13 17:00:00+02:00;101380;-100;160;4,2;299,35;75;16620;;0;;101290;-40;;;295.250000;5.100000;5.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-06-20 14:00:00+02:00;101970;-30;150;4,7;299,25;75;19790;;1;7380;101880;-160;;;293.950000;6.300000;6.900000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-06-25 08:00:00+02:00;101650;10;270;3;295,75;64;53720;;2;7320;101560;-130;295.150000;302.150000;294.050000;3.800000;3.900000;-10;-0.100000;-0,1;-0,1;2;43.577, 3.963167;MONTPELLIER
7643;2017-04-03 05:00:00+02:00;101990;-20;290;2,9;283,55;72;60000;0;0;;101890;560;;;284.450000;3.900000;4.200000;-10;0.000000;-0,1;0,2;;43.577, 3.963167;MONTPELLIER
7643;2017-04-10 02:00:00+02:00;102490;-50;360;1,9;283,65;91;7580;;0;;102390;90;;;284.050000;2.300000;2.300000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-13 02:00:00+02:00;101710;-10;360;1,7;284,85;76;29530;;0;;101610;-350;;;284.450000;2.400000;3.300000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-15 11:00:00+02:00;101880;70;270;6,5;291,95;52;19830;;3;3300;101790;290;;;285.150000;8.500000;9.100000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-05-18 11:00:00+02:00;101500;-30;140;2,7;294,65;61;19970;;2;6300;101410;-760;;;289.950000;3.700000;4.500000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-05-18 17:00:00+02:00;101330;-60;160;6,1;294,95;65;19900;;4;6000;101240;-630;;;289.950000;7.800000;7.900000;-10;0.000000;0;0;4;43.577, 3.963167;MONTPELLIER
7643;2017-05-20 17:00:00+02:00;102160;-30;290;9,1;296,35;32;11580;;0;;102070;430;;;287.350000;13.000000;15.100000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-21 02:00:00+02:00;102340;-10;320;4,3;288,05;58;60000;;0;;102240;220;;;289.850000;4.900000;4.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-25 11:00:00+02:00;101480;-20;80;2,2;301,85;36;19920;;0;;101390;-430;;;291.950000;3.600000;4.600000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-30 20:00:00+02:00;101770;20;220;5,3;294,55;72;49570;;3;5340;101680;180;290.450000;298.350000;293.550000;7.400000;7.600000;-10;0.000000;0;0;3;43.577, 3.963167;MONTPELLIER
7643;2017-12-21 01:00:00+01:00;103450;20;310;2,4;280,15;75;26160;100;8;800;103350;140;;;279.250000;2.900000;4.000000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-12-26 04:00:00+01:00;101630;-210;130;5,7;284,45;94;9460;90;7;250;101530;-1220;;;279.750000;7.400000;10.500000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-12-27 13:00:00+01:00;99310;-100;270;10,5;286,15;54;47540;;3;1250;99220;-2160;;;279.350000;16.300000;16.300000;-10;0.200000;1;1;3;43.577, 3.963167;MONTPELLIER
7643;2017-11-25 19:00:00+01:00;102140;280;310;6,9;284,15;41;60000;;0;;102040;290;284.050000;290.250000;282.950000;11.100000;13.100000;-10;0.000000;0;-0,1;;43.577, 3.963167;MONTPELLIER
7643;2017-11-29 13:00:00+01:00;100700;-120;290;1,2;285,95;39;60000;;0;;100600;-820;;;276.450000;2.700000;4.700000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-12-08 10:00:00+01:00;102120;-90;220;1,2;281,95;80;8610;90;1;1250;102020;-940;;;276.450000;1.900000;2.300000;-10;-0.100000;-0,1;-0,1;1;43.577, 3.963167;MONTPELLIER
7643;2017-12-08 19:00:00+01:00;102130;50;290;5;283,55;45;60000;100;8;2250;102030;-620;278.950000;286.550000;279.250000;7.100000;12.900000;-10;0.000000;-0,1;-0,1;8;43.577, 3.963167;MONTPELLIER
7643;2017-12-11 07:00:00+01:00;98470;-290;190;2,5;286,15;87;7200;100;1;800;98380;-2760;277.050000;286.750000;277.950000;3.700000;11.400000;-10;-0.100000;-0,1;2,4;1;43.577, 3.963167;MONTPELLIER
7643;2017-10-28 08:00:00+02:00;102570;70;340;3,6;282,35;64;60000;;0;;102470;200;281.750000;293.550000;281.150000;4.300000;4.800000;-10;0.000000;0;0,2;;43.577, 3.963167;MONTPELLIER
7643;2017-10-30 22:00:00+01:00;102160;170;360;5,4;285,95;39;60000;;0;;102060;460;;;284.150000;7.900000;8.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-10-21 23:00:00+02:00;102340;250;310;4,5;290,35;57;60000;100;8;2700;102240;280;;;289.450000;6.900000;10.800000;-10;0.000000;0;0;8;43.577, 3.963167;MONTPELLIER
7643;2017-10-23 02:00:00+02:00;102520;50;300;4,1;285,85;59;60000;;0;;102420;120;;;284.350000;6.500000;9.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-10-24 23:00:00+02:00;102290;110;60;1,1;289,15;64;60000;;0;;102190;-100;;;286.450000;2.000000;3.000000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-11-08 07:00:00+01:00;101810;30;330;1,2;279,05;65;19620;100;8;4440;101710;240;276.250000;282.950000;276.550000;1.900000;3.800000;-10;0.000000;0;0;8;43.577, 3.963167;MONTPELLIER
7643;2017-11-09 01:00:00+01:00;102060;-60;280;4,1;280,05;71;60000;90;7;3840;101960;330;;;278.850000;5.200000;5.500000;-10;-0.100000;-0,1;0,8;6;43.577, 3.963167;MONTPELLIER
7643;2017-11-16 04:00:00+01:00;102030;-30;10;3,7;276,55;67;33450;;0;;101930;50;;;275.550000;5.400000;5.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-11-05 07:00:00+01:00;100970;30;280;7;286,75;85;59940;100;8;2250;100870;-400;285.750000;290.750000;285.450000;9.900000;9.900000;-10;3.500000;12,4;12,8;2;43.577, 3.963167;MONTPELLIER
7643;2017-10-09 17:00:00+02:00;101770;-110;200;3,7;295,25;49;48510;;0;;101680;150;;;282.950000;5.900000;6.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-10-19 17:00:00+02:00;101180;-110;120;9,1;292,75;82;16950;100;1;800;101090;-300;;;288.950000;11.900000;15.000000;-10;0.600000;18,1;20,1;1;43.577, 3.963167;MONTPELLIER
7643;2017-10-12 14:00:00+02:00;102550;-80;190;3,7;294,35;70;28280;;1;7320;102460;260;;;289.750000;5.400000;5.700000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-01-01 19:00:00+01:00;102260;-10;340;1,7;281,65;79;12000;90;7;800;102160;-830;275.550000;285.450000;278.850000;2.100000;2.100000;-10;0.000000;0;0;7;43.577, 3.963167;MONTPELLIER
7643;2017-01-02 13:00:00+01:00;102160;-110;90;1,8;284,15;63;20000;50;0;;102060;-240;;;278.750000;3.300000;3.300000;-10;0.000000;0;0;4;43.577, 3.963167;MONTPELLIER
7643;2017-02-05 13:00:00+01:00;100430;100;280;7;282,75;71;50000;90;7;;100330;-570;;;282.050000;9.500000;11.400000;-10;4.000000;5,2;6;7;43.577, 3.963167;MONTPELLIER
7643;2017-02-12 13:00:00+01:00;101910;0;120;8,3;286,55;71;19960;100;7;;101810;40;;;282.250000;11.700000;11.700000;-10;0.000000;0;0,6;7;43.577, 3.963167;MONTPELLIER
7643;2017-02-13 22:00:00+01:00;102020;120;120;9,1;285,75;77;11010;100;7;1250;101920;60;;;283.950000;12.700000;12.700000;-10;0.800000;0,8;0,8;1;43.577, 3.963167;MONTPELLIER
7643;2017-01-28 16:00:00+01:00;101980;80;170;0,6;283,25;93;7020;100;8;450;101880;300;;;281.150000;1.200000;2.500000;-10;3.200000;17,7;17,7;5;43.577, 3.963167;MONTPELLIER
7643;2017-01-29 04:00:00+01:00;102370;-20;280;1,8;279,95;96;180;100;8;;102270;760;;;280.750000;2.800000;2.800000;-10;3.000000;7,4;25,1;8;43.577, 3.963167;MONTPELLIER
7643;2017-01-30 16:00:00+01:00;102070;-160;30;2,8;285,65;73;15000;90;5;450;101970;-200;;;279.350000;4.000000;4.300000;-10;0.000000;0;0;3;43.577, 3.963167;MONTPELLIER
7643;2017-01-27 01:00:00+01:00;101920;50;130;7,4;283,45;89;10440;100;1;450;101820;-250;;;277.550000;10.200000;14.000000;-10;-0.100000;1;12,3;1;43.577, 3.963167;MONTPELLIER
7643;2017-01-27 13:00:00+01:00;101850;-120;130;12,9;285,45;74;10000;100;6;800;101750;-100;;;280.650000;18.000000;18.700000;-10;-0.100000;0,8;1,8;3;43.577, 3.963167;MONTPELLIER
7643;2017-02-01 07:00:00+01:00;101780;-10;80;3,2;284,35;96;6490;90;7;450;101680;-110;284.050000;284.950000;283.650000;3.900000;3.900000;-10;0.200000;1,4;2,8;2;43.577, 3.963167;MONTPELLIER
7643;2017-09-26 11:00:00+02:00;102090;70;100;1;293,65;60;43480;;0;;102000;210;;;285.550000;2.600000;3.200000;-10;0.000000;0;0,4;;43.577, 3.963167;MONTPELLIER
7643;2017-09-27 05:00:00+02:00;102170;0;10;2,2;287,55;83;33540;90;7;1750;102070;240;;;286.750000;2.700000;3.100000;-10;0.000000;0;0;7;43.577, 3.963167;MONTPELLIER
7643;2017-09-13 17:00:00+02:00;101910;-190;200;5,2;296,15;61;23660;;0;;101820;380;;;287.450000;7.600000;9.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-09-16 02:00:00+02:00;101280;0;280;2,7;287,05;61;60000;;2;2250;101180;-450;;;285.450000;3.600000;3.900000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-09-19 17:00:00+02:00;101820;-100;310;9,6;294,05;35;41810;;5;2640;101730;220;;;282.650000;14.700000;17.200000;-10;0.000000;0;0,8;5;43.577, 3.963167;MONTPELLIER
7643;2017-09-20 02:00:00+02:00;102140;-50;310;4;287,25;57;60000;;0;;102040;200;;;285.350000;5.800000;7.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-10-15 02:00:00+02:00;102860;30;50;1,6;291,45;84;12920;100;8;800;102760;140;;;291.650000;2.300000;2.700000;-10;0.000000;0;0;5;43.577, 3.963167;MONTPELLIER
7643;2017-10-15 11:00:00+02:00;102980;90;70;3,7;293,35;70;15010;75;6;800;102880;80;;;289.350000;5.300000;5.300000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-10-17 14:00:00+02:00;102410;-160;90;2,9;294,55;66;9810;;1;800;102320;-430;;;284.950000;4.300000;5.500000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-10-06 17:00:00+02:00;101690;-10;10;8;297,25;21;37950;;0;;101600;-50;;;289.650000;13.000000;14.800000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-01-07 19:00:00+01:00;102970;20;270;1,9;276,45;43;20000;0;0;;102870;-30;269.550000;280.950000;273.450000;2.700000;2.700000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-01-13 19:00:00+01:00;101660;370;320;7,4;280,05;42;60000;10;1;1250;101560;200;279.650000;282.850000;278.650000;12.600000;14.000000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-02-25 01:00:00+01:00;101760;10;330;4,9;281,25;43;60000;;0;;101660;400;;;281.450000;7.800000;10.800000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-20 20:00:00+02:00;101200;-80;200;3,8;298,85;65;51140;;0;;101110;-320;293.050000;302.150000;294.550000;5.500000;7.400000;-10;0.000000;0;1,4;;43.577, 3.963167;MONTPELLIER
7643;2017-07-26 08:00:00+02:00;101370;20;310;7,7;294,25;53;13160;;0;;101280;-130;292.250000;299.550000;291.550000;11.900000;11.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-30 05:00:00+02:00;101490;-100;10;2,6;293,25;78;45080;;3;6000;101400;-40;;;293.750000;3.500000;3.500000;-10;0.000000;0;0;3;43.577, 3.963167;MONTPELLIER
7643;2017-08-01 02:00:00+02:00;101370;0;160;1,8;296,45;76;19480;;0;;101280;-110;;;295.450000;3.200000;3.400000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-01 23:00:00+02:00;101740;110;320;2,2;297,25;84;10200;90;7;450;101650;370;;;295.950000;2.700000;3.900000;-10;-0.100000;-0,1;-0,1;7;43.577, 3.963167;MONTPELLIER
7643;2017-08-02 02:00:00+02:00;101800;60;310;2,1;295,95;87;9550;;0;;101710;430;;;295.350000;2.600000;2.600000;-10;0.000000;-0,1;-0,1;;43.577, 3.963167;MONTPELLIER
7643;2017-08-02 20:00:00+02:00;101660;-110;150;3,2;299,85;74;19850;;0;;101570;30;296.150000;305.450000;298.150000;3.900000;4.000000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-08-03 05:00:00+02:00;101680;-40;0;0;296,25;90;8530;75;2;150;101590;-110;;;296.150000;0.000000;0.700000;-10;0.000000;0;0;2;43.577, 3.963167;MONTPELLIER
7643;2017-08-06 17:00:00+02:00;101520;-170;190;4,2;304,45;42;45820;;0;;101430;310;;;293.850000;5.800000;6.900000;-10;0.000000;8,6;;;43.577, 3.963167;MONTPELLIER
7643;2017-08-08 08:00:00+02:00;101010;-80;220;2,1;296,05;83;17490;100;7;250;100920;-540;296.050000;298.950000;295.650000;4.000000;9.300000;-10;-0.100000;-0,1;-0,1;2;43.577, 3.963167;MONTPELLIER
7643;2017-08-08 11:00:00+02:00;101260;250;320;5;298,25;56;56010;100;8;2250;101170;-260;;;295.350000;6.900000;9.000000;-10;-0.100000;-0,1;-0,1;8;43.577, 3.963167;MONTPELLIER
7643;2017-04-26 02:00:00+02:00;100630;-20;350;6;286,15;91;36570;100;1;1250;100530;-930;;;287.350000;8.600000;11.300000;-10;18.400000;19,6;19,6;1;43.577, 3.963167;MONTPELLIER
7643;2017-04-29 11:00:00+02:00;101600;-20;40;4,8;288,05;38;19920;;0;;101500;-40;;;281.350000;7.800000;8.700000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-03 08:00:00+02:00;101910;30;360;0,5;282,05;87;51640;;0;;101810;120;279.450000;290.850000;283.250000;1.300000;3.700000;-10;-0.100000;-0,1;2;;43.577, 3.963167;MONTPELLIER
7643;2017-05-05 23:00:00+02:00;101340;-100;50;2,3;286,15;87;52720;;0;;101240;-310;;;287.650000;3.300000;4.000000;-10;-0.100000;0,2;0,2;;43.577, 3.963167;MONTPELLIER
7643;2017-05-06 17:00:00+02:00;101470;210;310;7;293,45;43;31170;75;6;1750;101380;-140;;;286.050000;10.500000;14.500000;-10;0.000000;11,7;11,7;5;43.577, 3.963167;MONTPELLIER
7643;2017-05-07 20:00:00+02:00;101730;50;310;8,2;293,65;40;31180;;0;;101640;130;287.450000;296.750000;286.450000;12.200000;13.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-09 05:00:00+02:00;101400;-140;360;3,9;283,65;63;60000;;0;;101300;-340;;;286.050000;6.000000;6.000000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-10 20:00:00+02:00;100700;-100;130;8,5;289,25;86;18350;100;8;3120;100610;-80;285.950000;291.250000;288.250000;11.100000;11.700000;-10;0.000000;0;0;6;43.577, 3.963167;MONTPELLIER
7643;2017-05-11 17:00:00+02:00;100050;90;150;7,5;289,65;94;5610;100;8;150;99960;-750;;;288.050000;10.700000;12.300000;-10;2.400000;2,6;2,6;7;43.577, 3.963167;MONTPELLIER
7643;2017-05-12 20:00:00+02:00;100710;160;160;2,2;290,05;83;14590;;5;450;100620;610;289.050000;291.750000;289.050000;3.900000;4.200000;-10;0.000000;0;0;5;43.577, 3.963167;MONTPELLIER
7643;2017-05-13 05:00:00+02:00;101090;40;10;3,1;285,55;94;7350;;0;;100990;760;;;287.950000;3.900000;3.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-13 14:00:00+02:00;101350;20;210;4,5;294,45;67;19950;;5;2520;101260;870;;;287.950000;6.400000;7.900000;-10;0.000000;0;0;5;43.577, 3.963167;MONTPELLIER
7643;2017-07-01 11:00:00+02:00;101810;10;300;8,1;294,15;48;29730;;1;3840;101720;540;;;288.050000;11.700000;14.100000;-10;0.000000;0;0;1;43.577, 3.963167;MONTPELLIER
7643;2017-07-14 11:00:00+02:00;101770;-30;340;7,8;300,55;37;40290;;0;;101680;10;;;294.150000;11.200000;13.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-07-15 23:00:00+02:00;101800;230;10;5,7;300,25;31;46900;;0;;101710;100;;;299.450000;8.000000;9.100000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-02 23:00:00+02:00;101980;180;330;2,8;285,55;69;60000;75;4;1750;101880;340;;;285.850000;3.200000;3.300000;-10;-0.100000;0,2;0,2;4;43.577, 3.963167;MONTPELLIER
7643;2017-04-04 11:00:00+02:00;102040;50;320;6,3;293,55;42;52920;;0;;101950;-60;;;284.750000;9.200000;9.700000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-05 08:00:00+02:00;101870;50;300;6,2;286,25;58;23810;;0;;101770;-130;285.950000;292.750000;284.950000;8.300000;8.300000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-12 20:00:00+02:00;101730;-70;220;5,5;290,35;59;34870;;0;;101630;-90;283.450000;294.650000;283.050000;7.500000;8.100000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-13 20:00:00+02:00;101190;-70;260;1,6;294,45;51;57010;;0;;101100;-530;283.250000;296.750000;283.650000;2.400000;4.500000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-15 02:00:00+02:00;101700;120;310;3,7;290,05;48;60000;;0;;101600;200;;;286.450000;4.900000;4.900000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-04-15 23:00:00+02:00;101970;190;290;6,3;287,75;51;60000;;0;;101870;390;;;286.350000;8.700000;10.200000;-10;0.000000;0;0;;43.577, 3.963167;MONTPELLIER
7643;2017-05-14 23:00:00+02:00;102510;200;30;1,4;290,35;79;60000;;0;;102410;730;;;291.250000;2.100000;2.800000;-10;0.000000;0;1,4;;43.577, 3.963167;MONTPELLIER
7643;2017-05-15 02:00:00+02:00;102570;60;340;0,9;289,45;71;59450;;0;;102470;620;;;290.050000;1.600000;3.000000;-10;0.000000;0;1,4;;43.577, 3.963167;MONTPELLIER
